the_master_key_01_f000001|The Master Key.|The Master Key.
the_master_key_08_f000051|It IS knowing everything, returning the Demon; and this mighty gift I have decided to entrust to your care.|It IS knowing everything, returning the Demon; and this mighty gift I have decided to entrust to your care.
the_master_key_08_f000052|Be very careful as to whom you permit to gaze upon these pictures of passing events, for knowledge may often cause great misery to the human race.|Be very careful as to whom you permit to gaze upon these pictures of passing events, for knowledge may often cause great misery to the human race.
the_master_key_08_f000053|I'll be careful, promised the boy, as he took the box reverently within his own hands.|I'll be careful, promised the boy, as he took the box reverently within his own hands.
the_master_key_08_f000054|The third and last gift of the present series, resumed the Demon, is one no less curious than the Record of Events, although it has an entirely different value.|The third and last gift of the present series, resumed the Demon, is one no less curious than the Record of Events, although it has an entirely different value.
the_master_key_08_f000055|It is a Character Marker.|It is a Character Marker.
the_master_key_08_f000056|What's that? inquired Rob.|What's that? inquired Rob.
the_master_key_08_f000057|I will explain.|I will explain.
the_master_key_08_f000058|Perhaps you know that your fellow-creatures are more or less hypocritical.|Perhaps you know that your fellow-creatures are more or less hypocritical.
the_master_key_08_f000059|That is, they try to appear good when they are not, and wise when in reality they are foolish.|That is, they try to appear good when they are not, and wise when in reality they are foolish.
the_master_key_08_f000060|They tell you they are friendly when they positively hate you, and try to make you believe they are kind when their natures are cruel.|They tell you they are friendly when they positively hate you, and try to make you believe they are kind when their natures are cruel.
the_master_key_08_f000061|This hypocrisy seems to be a human failing.|This hypocrisy seems to be a human failing.
the_master_key_08_f000062|One of your writers has said, with truth, that among civilized people things are seldom what they seem.|One of your writers has said, with truth, that among civilized people things are seldom what they seem.
the_master_key_08_f000063|I've heard that, remarked Rob.|I've heard that, remarked Rob.
the_master_key_08_f000064|On the other hand, continued the Demon, some people with fierce countenances are kindly by nature, and many who appear to be evil are in reality honorable and trustworthy.|On the other hand, continued the Demon, some people with fierce countenances are kindly by nature, and many who appear to be evil are in reality honorable and trustworthy.
the_master_key_08_f000065|Therefore, that you may judge all your fellow-creatures truly, and know upon whom to depend, I give you the Character Marker.|Therefore, that you may judge all your fellow-creatures truly, and know upon whom to depend, I give you the Character Marker.
the_master_key_08_f000066|It consists of this pair of spectacles.|It consists of this pair of spectacles.
the_master_key_08_f000067|While you wear them every one you meet will be marked upon the forehead with a letter indicating his or her character.|While you wear them every one you meet will be marked upon the forehead with a letter indicating his or her character.
